text,date
please spread wordplease spread wordplease spread word,2023-02-10 15:30:43+00:00
presumed responsible contractors rnesans residence buildings wich collapsed due unsafe construction caught airport trying escape abroad,2023-02-10 15:30:50+00:00
refraction reflected satellite nurda region gaziantep great earthquake occurred turkey anatolian fault slipped meters,2023-02-10 15:31:10+00:00
source within iaf told boom pakistan standard route followed iaf planes rescue mission trkiye,2023-02-10 15:31:33+00:00
ig story yaman,2023-02-10 15:32:03+00:00
go cans ig link donate money turkish childreni leave link,2023-02-10 15:33:08+00:00
evil enemy burn nation ground rule ashes sun tzu,2023-02-10 15:33:17+00:00
turkiye earthquake news rescuing lifes russia rescue team saving man,2023-02-10 15:33:20+00:00
world turned north west syria major concentration campwe always alone,2023-02-10 15:33:24+00:00
dear sertifier userstwo major earthquakes hit southeast region february th march payment youll make sertifier donated governmental nongovernmental organizations,2023-02-10 15:33:25+00:00
great human team work four days others month see videos even dont understand word seen emotional faces people reaction make believe human,2023-02-10 15:33:45+00:00
president assad exclusively tells almanar reporter promise syrians exert nonstop efforts alleviate quake sufferings,2023-02-10 15:34:09+00:00
thanks deepti translation,2023-02-10 15:35:22+00:00
cans ig story,2023-02-10 15:35:52+00:00
ohhhh beter ol,2023-02-10 15:36:25+00:00
great,2023-02-10 15:37:27+00:00
realtime news always free hereplease see image latest headlines dashboarddeath toll k,2023-02-10 15:37:53+00:00
players biggest gossip account deuxmoi shared kerems global call video,2023-02-10 15:39:02+00:00
allahwere alive sign hayat apartment teams responded hit wall hear call,2023-02-10 15:39:59+00:00
let us come together support turkey time need donate simply rt spread donation links,2023-02-10 15:40:02+00:00
anticipated increase number fatalities reported province,2023-02-10 15:40:12+00:00
rescuers pull survivor rubble collapsed building four days powerful earthquake hit kahramanmaras southeastern turkey february epa abir sultan,2023-02-10 15:41:16+00:00
international campaign appeal urgent help earthquake victims ask honorable people world help refugees earthquake areas turkeysyria smallest facilities,2023-02-10 15:41:20+00:00
hope light end tunnel guides road serena smith,2023-02-10 15:41:21+00:00
men caught act breaking homes steal valuable items area came loot,2023-02-10 15:41:38+00:00
strikes km min ago info,2023-02-10 15:42:15+00:00
turkiye earthquake news rescuing lifes israel idf rescue team saving child woman amp man,2023-02-10 15:42:16+00:00
lets come together support great cause,2023-02-10 15:44:42+00:00
thoughts everyone affected tragedy stand solidarity people trkiye offer support way pain pain pray trkiye,2023-02-10 15:46:05+00:00
strikes km ne min ago info,2023-02-10 15:47:19+00:00
region need provide material help people areas affected earthquake,2023-02-10 15:48:58+00:00
help turkey syria,2023-02-10 15:52:24+00:00
maybe moderate possibly utc turkey km felt km twitter,2023-02-10 15:52:49+00:00
turkish president erdoan returning ankara making visits malatya amp adyaman inspects ongoing search amp rescue efforts regions govt turkey airbus tcist,2023-02-10 15:52:50+00:00
sometimes silence speaks louder words,2023-02-10 15:54:53+00:00
stop war focus power world support earthquakestricken areaswhat people around world think hearts,2023-02-10 15:55:20+00:00
umut devam ediyor mother three children rescued hours,2023-02-10 15:55:38+00:00
syria digs earthquake victims rubble us occupation denies access direly needed energy supplies world socialist web site,2023-02-10 15:55:41+00:00
turkeys numbersat least died others reported injured according turkeys president recep tayyip erdogan syria numbersthere least deaths injuries across rebelheld areas,2023-02-10 15:56:40+00:00
turkiye earthquake news rescuing lifes poland rescue team saving little girl,2023-02-10 15:57:22+00:00
allahu akbaranother miracle th houra person rescued rubble taken hospital,2023-02-10 15:59:14+00:00
frantic search operation underway turkey syria struck massive earthquake followed multiple tremors killed people,2023-02-10 16:00:03+00:00
unbelievable footage gaziantep one see eyes believe,2023-02-10 16:00:09+00:00
breaking newsa budgerigar protecting young nest found building collapsed two major earthquakes turkey,2023-02-10 16:00:17+00:00
president inspected ongoing search rescue efforts earthquakehit adyaman,2023-02-10 16:00:18+00:00
northwest syria catastrophe top catastrophenow middle winter many displaced sleeping tents whatever shelter find limited services,2023-02-10 16:01:46+00:00
haarphow shook turkeywue january us embassy turkey issues security warning january embassies western countries send warnings citizens possible terrorist attack,2023-02-10 16:02:13+00:00
million people suffered result earthquake turkey syria appeal support left behind home support ongoing aid rescue effortsdonate,2023-02-10 16:03:10+00:00
ayhan ozan nurcanayhanozan via ig posthe ran earthquake zone ignored lifea great fight famous actor ibrahim elikkolibos uncle proud,2023-02-10 16:03:23+00:00
earthquake happend cities turkey unfortunately good need support well,2023-02-10 16:03:33+00:00
oh god northwest syria catastrophe top catastrophe wfp warns earthquake aid stocks exhaust quickly,2023-02-10 16:04:14+00:00
love time show masjids turkish consulates collecting donation,2023-02-10 16:05:08+00:00
death toll turkey syria surpasses numbers japans fukushima disaster,2023-02-10 16:05:54+00:00
meet indian restaurant owner become messiah earthquake survivors,2023-02-10 16:05:55+00:00
one worst earthquakes century hit turkey syria donations big small provide vital support,2023-02-10 16:06:05+00:00
choose humanity,2023-02-10 16:07:48+00:00
video made cry much thy preparing kafan bury lives taken may allah swt grant people highest rank jannah ameen,2023-02-10 16:08:26+00:00
relief animals please help navigate animals also rescued need proper aftercare otherwise effort rescue vain organisation help rescued animals want donate volunteer,2023-02-10 16:08:45+00:00
thanks turkey needs help,2023-02-10 16:10:24+00:00
strikes km sw min ago info,2023-02-10 16:11:11+00:00
reporter omar kayed touring inside ancient city highlighting extent damage caused,2023-02-10 16:12:38+00:00
citizen earthquake zone described situation experiencedi stole formula baby evening second day parents stole formula diapers markets ashamed,2023-02-10 16:12:46+00:00
sky limit soar higher whatever touch shall succeed,2023-02-10 16:13:00+00:00
help save lives race time rescue lives getting slimmer slimmer second please support donate link also bio,2023-02-10 16:13:08+00:00
donations big small provide vital support,2023-02-10 16:13:53+00:00
announced cessation operations connection earthquake,2023-02-10 16:14:03+00:00
contemporary lawyers association filed criminal complaint erdoan ministers state institutions responsible construction supervision buildings,2023-02-10 16:15:05+00:00
face,2023-02-10 16:16:15+00:00
updategt aftershocks turkiyegt fatalities gt injured evacuated syria fatalities injuredsearch amp rescue ongoing,2023-02-10 16:16:37+00:00
please retweet tag,2023-02-10 16:17:39+00:00
syrians using buckets bare hands dig help young man stuck rubble,2023-02-10 16:18:29+00:00
uns world food programme wfp appealed provide food rations hot meals people affected deadly earthquake syria turkey,2023-02-10 16:18:54+00:00
strikes km min ago info,2023-02-10 16:19:10+00:00
never saw somethings like brought us tears everybody helping working together told us power banks charge cables needed,2023-02-10 16:21:40+00:00
bensss,2023-02-10 16:22:06+00:00
amb also received kenyan students regions affected southern trkiye relocated ankara,2023-02-10 16:22:13+00:00
profit made levels gave yesterday levels played well,2023-02-10 16:23:22+00:00
going provide assistance difficult times,2023-02-10 16:23:47+00:00
inshaallah osmanli dergah working city municipality turkiyes agency sending aid providing relief victims turkiye,2023-02-10 16:23:58+00:00
strikes km sw min ago info,2023-02-10 16:24:28+00:00
saddest thing turkish people count money countries much gave much others donated also dont thank allah blessing came rather offend us arabs talk racism,2023-02-10 16:24:29+00:00
thank rescue worker trying save lives incredible everywhere region,2023-02-10 16:25:16+00:00
messi sent signed jersey auction help raise funds victims,2023-02-10 16:25:35+00:00
network teamed international aid charity raise much needed funds provide food shelter victims turkeysyria earthquake please click link donate,2023-02-10 16:26:43+00:00
umut devam ediyor woman rescued hours,2023-02-10 16:27:48+00:00
pray turkish peopleturkey aloneanastasia greece,2023-02-10 16:29:56+00:00
order best earthquake disaster country auctioning turkish national team signed jersey galatasaray nef star sadk kabaca earthquake victims incomes donated shane larkin foundation,2023-02-10 16:32:02+00:00
strikes km ne min ago info,2023-02-10 16:33:02+00:00
comes care protection nothing beat women matter old,2023-02-10 16:33:10+00:00
strikes km nw min ago info,2023-02-10 16:34:30+00:00
occurred km nw min ago local time info,2023-02-10 16:35:08+00:00
swipe app shows first postevent images imagery partner illustrates devastating impacts across region,2023-02-10 16:35:45+00:00
bangladeshs rescue team rescued girl alive joining rescue operation turkey,2023-02-10 16:35:59+00:00
h people resilient rescue conditions nothing short miracle,2023-02-10 16:36:07+00:00
emotional moments german officer speaks turkish zainabs child rubble,2023-02-10 16:36:24+00:00
thank addressing concern thoughts prayers affected crisis turkey together hope make difference details article,2023-02-10 16:36:26+00:00
akin ig story cinema film industry employees hatayantakya region lots generators caravans food courts fuel needs authorities please help,2023-02-10 16:36:40+00:00
feeling sad turkey syria earthquake today deaths count crossed thousands people got injured dear god please save countries must support turkey syria,2023-02-10 16:36:48+00:00
feeling sad turkey syria earthquake today deaths count crossed thousands people got injured dear god please save countries must support turkey syria,2023-02-10 16:37:19+00:00
hatayantakyathe mother father wife children seyfullah tokdemir prisoner hatay type prson rubblethey still cannot reachedaccording law prisoners given days leaveiklarkoray apartment,2023-02-10 16:38:09+00:00
believe spend given day comes trading friendship intercession baccarat,2023-02-10 16:39:21+00:00
teams arriving help victims,2023-02-10 16:39:29+00:00
every little helps make difference donated find link profile also would like donate thank,2023-02-10 16:39:34+00:00
keep,2023-02-10 16:39:55+00:00
latest drone war heavy machinery shift collapsed concrete roof earthquake site people dying rubble since days,2023-02-10 16:40:10+00:00
strikes km nw min ago info,2023-02-10 16:40:17+00:00
news admirable move ibrahim elikkol reached villages offroad vehicle hatay,2023-02-10 16:42:50+00:00
hope loveworld,2023-02-10 16:43:53+00:00
help amp earthquake victims via,2023-02-10 16:45:15+00:00
saudi kuwaiti humanitarian aid convoy arrived turkishsyrian border preparation entering syria tomorrow morning bab alhawa crossing,2023-02-10 16:45:28+00:00
serenay sarikaya worked long hours kadir topba cultural center sent earthquake victims,2023-02-10 16:45:46+00:00
superheroes world turkiye days grateful,2023-02-10 16:46:31+00:00
former player still found devastated region,2023-02-10 16:47:08+00:00
strikes km e min ago info,2023-02-10 16:48:05+00:00
thanks german team rescued sister days later going cry,2023-02-10 16:49:53+00:00
young mother baby rescued hours hatay,2023-02-10 16:50:45+00:00
info help weve motorcycle group anyone waiting medicine diapers etc start working wa biker group people enter anything vehicles cannot enter deliver anything engine take,2023-02-10 16:50:54+00:00
help amp earthquake victims,2023-02-10 16:51:00+00:00
sephora serbia donate eur people turkey siria lebanon im proud right people serbia always good heart,2023-02-10 16:51:03+00:00
hello friends dasdas requires small kitchen tools people cook premisespots pans pans spoons etc etcas,2023-02-10 16:51:24+00:00
tobaeki part south korean search rescue team continues rescue despite injured paw,2023-02-10 16:53:22+00:00
strikes km e min ago info,2023-02-10 16:53:44+00:00
earthquake area aid planes landing turkish side aid syria cold please help,2023-02-10 16:54:12+00:00
rescue teamamp serbian rescuers successfully rescued another yearold girl ruins story building ruins hours,2023-02-10 16:54:20+00:00
im proud idf continues yearold man extracted underneath rubble carried safety,2023-02-10 16:54:20+00:00
occurred km w min ago local time info,2023-02-10 16:54:31+00:00
please remember victims charity prayers donate click,2023-02-10 16:55:06+00:00
info help friends region numbers provide tents want tents reach,2023-02-10 16:56:02+00:00
want one kids syrian man lost children earthquake,2023-02-10 16:56:20+00:00
friends lost family members one goalkeeperanother friend lost family members cant imagine pain currently feel,2023-02-10 16:56:48+00:00
rescuer trying give moral responds im fathers dead body hoursand silence kills,2023-02-10 16:58:19+00:00
thousands people lost lives loved ones homes minute hard winter conditions even little amount help make huge difference please spread,2023-02-10 16:58:56+00:00
indian aircraft carrying relief materials victims forced take detour denied airspace pakistan,2023-02-10 17:00:00+00:00
demet ig someone check confirm saved,2023-02-10 17:00:52+00:00
paint picture sadness father carrying body son turkey earthquakes thousands bodies put plastic bags covered blankets simply carried families,2023-02-10 17:02:13+00:00
docs wifemother baby girl breastfeed survived baby girl ayamiracle born ruins unfortunatelly baby lost family,2023-02-10 17:02:34+00:00
dont know upload picture uploading love sympathy pain desire life peace make mistake turkey alone stand,2023-02-10 17:02:47+00:00
demet ig accommodation region adiyaman,2023-02-10 17:03:33+00:00
share joy share pain one el ele vererek bu zor zaman atlatacaz continuing relief assistance campaign arrives relief items,2023-02-10 17:03:40+00:00
rescue teamamp serbian rescuers successfully rescued another yearold girl ruins story building ruins hours,2023-02-10 17:04:23+00:00
strikes km sw min ago info,2023-02-10 17:05:06+00:00
armed looters opened fire truck en route earthquakestricken area,2023-02-10 17:05:09+00:00
clip areas embrace afraid,2023-02-10 17:05:47+00:00
request help need thermal camera amp excavator thing missing thermal imager amp excavator must act latergen paa mah atatrk street gl apt sunken reaching old rectorate end crossroads,2023-02-10 17:05:49+00:00
confirmed seismic datapreliminary info km sw min ago local time follow thread updates,2023-02-10 17:06:10+00:00
moment second strong earthquake turkey kahramanmaras happened feb,2023-02-10 17:06:12+00:00
strikes km nw min ago info,2023-02-10 17:07:21+00:00
hataya ses verelim,2023-02-10 17:07:41+00:00
demet ig updated list veterinary clinics offering free care,2023-02-10 17:08:03+00:00
ask support donate proceeds fundraiser ahbap order participate concrete supportive way offer important help people affected tragedy,2023-02-10 17:08:37+00:00
beautiful moment days turkey,2023-02-10 17:09:08+00:00
one way coordination,2023-02-10 17:09:40+00:00
strikes km se min ago info,2023-02-10 17:09:42+00:00
occurred km sw min ago local time info,2023-02-10 17:09:55+00:00
brave little girl ayenur ordered rescuers hurry thirsty pulled rubble hatay days,2023-02-10 17:10:39+00:00
goodbye spotify,2023-02-10 17:11:02+00:00
budgerigar protecting young nest found building collapsed two major earthquakes turkey,2023-02-10 17:11:33+00:00
pain pain pain,2023-02-10 17:15:14+00:00
hatay,2023-02-10 17:17:05+00:00
demet ig see know numbers,2023-02-10 17:17:12+00:00
far people confirmed dead trkiye please donate,2023-02-10 17:17:12+00:00
legit turkish organizations already ground actively working experienced calamities manpower mobilize effectively wish donate,2023-02-10 17:17:29+00:00
say whatever right,2023-02-10 17:18:55+00:00
pain cannot described despair many thanks german rescue team shared pain grateful teams,2023-02-10 17:19:02+00:00
people lost lives due earthquake turkeythis number people lost lives turkey earthquake,2023-02-10 17:20:01+00:00
know far major earthquake struck southern trkiyeso far least people died people injured building destroyedif want donate donate think corrupted,2023-02-10 17:20:56+00:00
get closer look underlying causes recent destructive earthquakes turkey amp syria learn role tectonic plates creating seismic activity,2023-02-10 17:21:51+00:00
turkiye earthquake news rescuing lifes france rescue team,2023-02-10 17:22:28+00:00
touching moment belgium played national anthem bell cathedral support turkey,2023-02-10 17:22:56+00:00
little miracles,2023-02-10 17:23:39+00:00
event wrapup today hit local time utc shaking felt km approximately people turkey syrian arab republic syria,2023-02-10 17:23:44+00:00
info help solid fuel amp stove manufacturer would like send fuel amp stove earthquake zonewe want support much sent truck wour means great problems wheating theresupport us,2023-02-10 17:23:52+00:00
every point basket league becomes humanitarian help added red cross help stay strong,2023-02-10 17:24:23+00:00
alp via ig story please share help,2023-02-10 17:24:47+00:00
hande,2023-02-10 17:25:15+00:00
share one,2023-02-10 17:25:24+00:00
maybe moderate possibly utc turkey km felt km twitter,2023-02-10 17:27:07+00:00
click support turkiye earthquake humanitarian aid campaign organized cafe georgetown,2023-02-10 17:27:32+00:00
bravo security forces bandits blocked road crashed aid trucks hatay caught security forces,2023-02-10 17:28:09+00:00
many thanks staff sheikh nazim sufi center tirelessly sort pack humanitarian aid parcels parcels contain baby clothes wet wipes nappies,2023-02-10 17:28:44+00:00
big earthquake destruction zone see magnitude,2023-02-10 17:29:04+00:00
impromptu dress friday raised whopping today huge thanks thurlbear family efforts support,2023-02-10 17:29:04+00:00
pancake effect,2023-02-10 17:29:11+00:00
raised almost astonishingthank thank thank,2023-02-10 17:29:50+00:00
heartbreaking must horrendous partner children especially hear still missing radio,2023-02-10 17:30:02+00:00
hande rt,2023-02-10 17:30:24+00:00
sends th aid flight turkey help earthquake victims,2023-02-10 17:30:51+00:00
around amp still counting,2023-02-10 17:30:57+00:00
children first victims immorality brought collapse great civilizations collapse memories orhan pamuk,2023-02-10 17:31:29+00:00
makes cry smile time children children busy playing despite fact entire worlds turned upside,2023-02-10 17:32:29+00:00
researcher dr ask everyone listen voice science take steps careful many tweets via twitter attributed drhogrbe invalid,2023-02-10 17:32:44+00:00
name,2023-02-10 17:33:04+00:00
since last disaster thats years worth taxes misspent arent people talking,2023-02-10 17:33:09+00:00
listen full speechwhen whole world see feel man sees family amp opportunity,2023-02-10 17:33:46+00:00
south korean artist drawn past present may brotherhood forever endless thanks,2023-02-10 17:33:49+00:00
man rescued hours rubble one ayahs recited allah burden soul bear,2023-02-10 17:34:22+00:00
support victims earthquake turkeythe team would like express support rose optimism everyone impacted horrible natural disaster left thousands dead,2023-02-10 17:34:24+00:00
click official link make donation,2023-02-10 17:34:37+00:00
turkiye earthquake news rescuing lifes china rescue team saving pregnant woman,2023-02-10 17:35:42+00:00
bangladesh sending rescue team earthquakeravaged initially members army fire serviceampcivil defense sent turkey brotherly nation ready provide kind assistance difficult situation,2023-02-10 17:35:48+00:00
send heartfelt condolences families friends affected devastating earthquake turkey syria,2023-02-10 17:36:17+00:00
syrian father reunited little girl pulled rubble joy fathers face whole world needs help difficult time,2023-02-10 17:36:20+00:00
still finding living loved ones hope pray,2023-02-10 17:36:58+00:00
survivor refuses come without hijab called takhuwa imaan,2023-02-10 17:37:12+00:00
meis speaks lack government rescue operations amp erdogans policies hurt construction amp infrastructure country preceding disaster,2023-02-10 17:37:36+00:00
fundraising turkey ozlem warren whose family home earthquake devastated antakya turkey wants along many us help survivors help via usa,2023-02-10 17:37:43+00:00
newborn baby mother rescued rubble turkey around hours earthquake,2023-02-10 17:37:58+00:00
strikes km se min ago info,2023-02-10 17:38:36+00:00
panionios fc fans banner saying solidarity peoples,2023-02-10 17:38:43+00:00
rescue unit rescues yrold girl rubble videos click,2023-02-10 17:39:02+00:00
occurred km nw min ago local time info,2023-02-10 17:39:23+00:00
lost hope knowyou never lose hope allah sister,2023-02-10 17:39:41+00:00
ya allah mercy upon affected calamity grant relief,2023-02-10 17:39:48+00:00
ndrf team joint op turkish army successfully rescued another live child victim yrs female collapsed structure nurdagi town gaziantep province ndrf rescuers saved lives retrieved dead bodies debris till,2023-02-10 17:40:07+00:00
prime minister rishi sunak packs boxes help earthquake victims,2023-02-10 17:40:13+00:00
behalf country thank everyone,2023-02-10 17:40:24+00:00
alar erturul present participant within team izmir ahbab ampahbab organization god help donations ampaid reach turkey ampsyria oh god protect ampprotect us,2023-02-10 17:40:32+00:00
strikes km sw min ago info,2023-02-10 17:40:53+00:00
unfortunately condolence enough affected citizens turkey syria pray almighty may soul rest peace speedy recovery injured,2023-02-10 17:40:57+00:00
rest peace brothers sisters heart broken,2023-02-10 17:40:58+00:00
words cannot describe massive earthquake catastrophe turkey syria keep asking reminding everyone donate,2023-02-10 17:41:10+00:00
need know,2023-02-10 17:41:22+00:00
strikes km sw min ago info,2023-02-10 17:41:33+00:00
occurred km sw min ago local time info,2023-02-10 17:41:43+00:00
little miracels,2023-02-10 17:42:10+00:00
mother children pulled rubble hours watch full report,2023-02-10 17:43:14+00:00
join andor share,2023-02-10 17:43:41+00:00
hurt heart see video animals also love animals also realize ahmet nur ebi,2023-02-10 17:44:03+00:00
please help donate pray whatever,2023-02-10 17:44:09+00:00
mehmet zber uslu employee konya metropolitan municipality handed bag full million dollars found rubble police,2023-02-10 17:44:39+00:00
mehmet zber uslu employee konya metropolitan municipality handed bag full million dollars found rubble police,2023-02-10 17:44:52+00:00
says million people affect dost india steps cnnnews reports,2023-02-10 17:44:59+00:00
crypto people help earthquake relief,2023-02-10 17:45:25+00:00
cathedrals antwerpbelgium zwollenetherlands playing turkish national anthem solidarity victims,2023-02-10 17:45:44+00:00
aid,2023-02-10 17:45:49+00:00
hours quakes another miracle recovery southern hatay mother child pulled alive rubble,2023-02-10 17:45:49+00:00
call help kriye zdemir years old unable walk hatay antakya kila saray streetwe learned evicted home know iscan see amp know reach numbers,2023-02-10 17:46:06+00:00
haarp turkey amp syria attack graph shows energetic activity system ramping prior stopping bare mind given recent refusal expansion,2023-02-10 17:46:30+00:00
guys older relatives ask would like donate could lot older generation unsure work sm internet dont know donate worked several times,2023-02-10 17:46:59+00:00
strikes km w min ago info,2023-02-10 17:47:10+00:00
planet need peace helping brothers sisters,2023-02-10 17:47:19+00:00
cathedral played national anthem today solidarity victims,2023-02-10 17:47:22+00:00
painful situation fathers last farewell child killed,2023-02-10 17:47:46+00:00
read full story,2023-02-10 17:48:07+00:00
mei colleague speaks corruption mismanagement akpmhp government exacerbated damage costs,2023-02-10 17:48:10+00:00
alhumdulliah landed safely adana airport turkey heading toward adiyaman search rescue mission affectees turkiya earthquake,2023-02-10 17:48:13+00:00
nft artistcollector murat pak launched cause open edition nft support ahbap cause,2023-02-10 17:48:23+00:00
ghanaian winger christian atsus whereabouts still unknown days turkey earthquake twin sister admitted restless nights result,2023-02-10 17:48:48+00:00
team turkish army rescue yearold girl collapsed structure approves international aid rebelheld areas government lifts blockade amp track story,2023-02-10 17:48:54+00:00
hatay,2023-02-10 17:48:59+00:00
may god grant better lost god bless,2023-02-10 17:49:01+00:00
sending love prayers affected devastating earthquake turkey syria hearts go lost loved ones homes let us come together support relief efforts help rebuild heal,2023-02-10 17:49:11+00:00
turks living hung banner phrases pain pain trkiye please accept condolenceson building turkish consulate,2023-02-10 17:49:24+00:00
msf canadas joined share update teams responding listen,2023-02-10 17:49:54+00:00
hatay,2023-02-10 17:50:07+00:00
please note everyone global voices colleague want help thread,2023-02-10 17:50:33+00:00
ayathe newborn found rubbles parents siblings lostis still fighting life meantime lot unidentified infants children constantly found families missing,2023-02-10 17:51:04+00:00
new rescuers carry yearold survivor rabia ofkeli aftermath deadly earthquake hatay friday kemal aslanreuters,2023-02-10 17:51:16+00:00
never stop believingnever stop tryingnever give,2023-02-10 17:51:17+00:00
wisdom words amen,2023-02-10 17:51:29+00:00
russian servicemen assist eliminating consequences caused earthquakes latakia aleppo hamafootage credit russias ministry defence,2023-02-10 17:51:44+00:00
rescue team serbia successfully saved girl stuck rubble hours,2023-02-10 17:51:51+00:00
pain pain pain,2023-02-10 17:52:08+00:00
death toll earthquakes turkey syria climbs,2023-02-10 17:52:11+00:00
donated development wallet crypto account,2023-02-10 17:52:34+00:00
chaos heartwarming thank sharing grief means lot,2023-02-10 17:52:51+00:00
use proud money world rich morning poor afternoon,2023-02-10 17:53:41+00:00
lot thanks contirbution cause would pleasure helps collection ed,2023-02-10 17:53:51+00:00
join community making difference affected turkey earthquake get hands stunning handful hearts nft support earthquake region,2023-02-10 17:53:51+00:00
yearold girl rescued alive ndrf india joint nurdagi teams today rescued alive dead bodies pics ndrf,2023-02-10 17:54:06+00:00
prime minister announced federal government allocated rs billion help turkeys earthquake relief efforts saying pakistan continue assist calamityhit country every day,2023-02-10 17:54:22+00:00
whilst death toll rises turkey rest assured plenty work going background meantime need volunteers join group contact relief amp provide name amp country,2023-02-10 17:54:38+00:00
million people syria may homeless quake un,2023-02-10 17:54:50+00:00
please spread word,2023-02-10 17:55:00+00:00
info help friends contact us wwhore difficult situation vimsa automotive established help centerwe try provide help need amp creating request cannot places stay ig bertanbucak,2023-02-10 17:55:04+00:00
search rescue operations gaziantep islahiye yearold alihan rescued rubble hours,2023-02-10 17:55:05+00:00
support affected areas,2023-02-10 17:55:14+00:00
strikes km e min ago info,2023-02-10 17:55:50+00:00
today total extra thick made made way read latest developments relief efforts help,2023-02-10 17:56:06+00:00
visit link learn information donate,2023-02-10 17:56:10+00:00
lost lives earthquake hatay buried numbersthis really hard watch shed tear may rest peace may dear god grant beautiful place heaven amen,2023-02-10 17:56:22+00:00
maybe need think widespread violence cruelty dogs future,2023-02-10 17:56:40+00:00
words,2023-02-10 17:56:47+00:00
may blessed see miracles,2023-02-10 17:57:48+00:00
please spread word,2023-02-10 17:58:03+00:00
demet ig trucks want go aid zone istanbul need looking truck,2023-02-10 17:58:03+00:00
christian atsu surely survive,2023-02-10 17:58:15+00:00
man owned three houses seconds earthquakeand man even three breads secondshe standing three breads given othersdont know arrogant lot learn,2023-02-10 17:58:21+00:00
day old baby amp mother rescued alive hours earthquake rubblethe efforts save lives continue death toll continues rise well tens thousands possible thousands still trapped massive rubblevia,2023-02-10 17:59:08+00:00
also went pain couldnt sleep many night bcz trauma prayers help side,2023-02-10 17:59:11+00:00
rushists turkey must extradite court ukraine via,2023-02-10 17:59:16+00:00
every life matters,2023-02-10 17:59:36+00:00
haarp turkey amp syria attack graph shows energetic activity system ramping prior stopping bare mind given recent refusal expansion,2023-02-10 17:59:44+00:00
authoritarian leader turkey recep tayyip erdoganthe earthquake utterly devasting,2023-02-10 18:00:19+00:00
recep tayyip erdogan turkeyso erdogan criticized domestically earthquake response,2023-02-10 18:00:25+00:00
recep tayyip erdogan turkeyand criticized internationally blackmailing nato amp sweden swedens joining nato,2023-02-10 18:00:33+00:00
pure hands ground providing relief hardest hit areas turkey syriaplease click link learn get involved making difference together,2023-02-10 18:00:33+00:00
strikes km sw min ago info,2023-02-10 18:01:08+00:00
magnitude earthquake releases energy equivalent around atomic bombs dropped hiroshima says renato solidum senior seismologistaccording usgs calculator magnitude earthquake times stronger tremble,2023-02-10 18:01:11+00:00
anyone confirm pics hatay taken quake would like verify first,2023-02-10 18:01:12+00:00
least bit hope,2023-02-10 18:01:22+00:00
demet ig maybe sent hospital defne,2023-02-10 18:01:28+00:00
happening right tens thousands people lost lives count increasing rapidly begging take moment spread word need help get,2023-02-10 18:01:52+00:00
occurred km sw min ago local time info,2023-02-10 18:01:59+00:00
love literally people action look volunteers including braving brutal conditions southeast turkey bring relief need right away incredible,2023-02-10 18:02:46+00:00
azerbaijan israel sent largest team turkey rescue rehabilitation mission,2023-02-10 18:02:46+00:00
one year live wherever want want stay tents pay rent one year build house household goods erdogans message victims,2023-02-10 18:02:57+00:00
watch exclusive ground report antakya city trkiye,2023-02-10 18:03:03+00:00
inthe israeli search teams found loose change turkey,2023-02-10 18:03:05+00:00
turkeysyria earthquake insured losses could reach bn fitch,2023-02-10 18:03:29+00:00
sad amp infuriating rnesans rezidans built touted earthquakeresistant home people entire building collapsed synopsis corruption construction sector trkiye,2023-02-10 18:03:31+00:00
turkish soldier patrols afad makeshift camp erected stadium wake powerful earthquake kahramanmaras southeastern turkey february epa abir sultan,2023-02-10 18:04:02+00:00
human suffer like pray thanks brave save brothers sisters need us anything god bless guys,2023-02-10 18:04:09+00:00
inside todays manchester evening news city star sends trucks aid,2023-02-10 18:04:11+00:00
deadly wideranging political impactdomestic political crisis turkey heightened catastrophe military ventures iraq syria also affected,2023-02-10 18:04:31+00:00
please spread word help people affected tragedy,2023-02-10 18:04:50+00:00
miracle hours year old muhammed rubble alive,2023-02-10 18:04:50+00:00
may allah grant paradise died earthquake,2023-02-10 18:05:07+00:00
stay blessed brotherly country inshaallah nation come w new zest sacrifice amp support otherpeople always helpsupportget well soon injuries pray migfirah died,2023-02-10 18:05:39+00:00
need know people drank urine survive even news,2023-02-10 18:05:48+00:00
miracle hours year old muhammed rubble alive,2023-02-10 18:06:10+00:00
info help veterinary clinics listedclinics provide free treatment shelter support cats dogs istanbul surrounding cities,2023-02-10 18:06:14+00:00
please spread wordplease spread wordplease spread word,2023-02-10 18:06:23+00:00
day announces million deal donate measly mill absolutely laughable almost said lowest donate without seeming tight,2023-02-10 18:06:23+00:00
cant believe didnt share anything earthquake happened turkey syria five days share story guys affect huge community still didnt even share donation story shame,2023-02-10 18:06:38+00:00
hours still children pulled rubble,2023-02-10 18:06:38+00:00
everyone rushing help turkey syria one comes kashmirthe pics one turkey anotherbelow kashmir,2023-02-10 18:06:41+00:00
please spread word help people affected tragedy,2023-02-10 18:07:15+00:00
turkey declared fourth level alert state level alarm condition includes international call help around world reading message people rubble earthquake country need help saved,2023-02-10 18:07:18+00:00
bless owner toohumans show truly good,2023-02-10 18:07:21+00:00
amazing work support survivors,2023-02-10 18:07:24+00:00
help openly drawing attention rescue efforts humanitarian crisis turkey syria lebanon result earthquake,2023-02-10 18:07:37+00:00
many famous people seem ignore earthquakes trkiye syria death toll rises least lives lost many people lost everything least people could spread awareness donate something,2023-02-10 18:07:39+00:00
